,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Ramgarh,Maize,1617.94,Rs/Quintal,Rabi
,,Ramgarh,Mustard,5502.63,Rs/Quintal,Rabi
,,Ramgarh,Onion,1957.74,Rs/Quintal,Rabi
,,Ramgarh,Potato,1685.77,Rs/Quintal,Rabi
,,Ramgarh,Rice (Paddy),1827.71,Rs/Quintal,Rabi
,,Ramgarh,Sugarcane,279.13,Rs/Quintal,Rabi
,,Ramgarh,Tomato,2271.23,Rs/Quintal,Rabi
,,Ramgarh,Wheat,1939.97,Rs/Quintal,Rabi
,,Ranchi,Arhar (Tur),6239.77,Rs/Quintal,Rabi
,,Ranchi,Gram (Chana),5474.28,Rs/Quintal,Rabi
,,Ranchi,Maize,1647.09,Rs/Quintal,Rabi
,,Ranchi,Mustard,5860.16,Rs/Quintal,Rabi
,,Ranchi,Onion,2091.45,Rs/Quintal,Rabi
,,Ranchi,Potato,1752.31,Rs/Quintal,Rabi
,,Ranchi,Rice (Paddy),1861.5,Rs/Quintal,Rabi
,,Ranchi,Sugarcane,295.19,Rs/Quintal,Rabi
,,Ranchi,Tomato,2283.86,Rs/Quintal,Rabi
,,Ranchi,Wheat,2009.14,Rs/Quintal,Rabi
,,Sahebganj,Arhar (Tur),5995.55,Rs/Quintal,Rabi
,,Sahebganj,Gram (Chana),5220.71,Rs/Quintal,Rabi
,,Sahebganj,Maize,1595.83,Rs/Quintal,Rabi
,,Sahebganj,Mustard,5464.97,Rs/Quintal,Rabi
,,Sahebganj,Onion,1974.06,Rs/Quintal,Rabi
,,Sahebganj,Potato,1630.38,Rs/Quintal,Rabi
,,Sahebganj,Rice (Paddy),1803.2,Rs/Quintal,Rabi
,,Sahebganj,Sugarcane,284.48,Rs/Quintal,Rabi
,,Sahebganj,Tomato,2217.01,Rs/Quintal,Rabi
,,Sahebganj,Wheat,1899.27,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Arhar (Tur),6069.06,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Gram (Chana),5157.95,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Maize,1606.13,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Mustard,5553.79,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Onion,1992.77,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Potato,1629.52,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Rice (Paddy),1785.32,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Sugarcane,281.21,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Tomato,2210.55,Rs/Quintal,Rabi
,,Saraikela Kharsawan,Wheat,1914.21,Rs/Quintal,Rabi
,,Simdega,Arhar (Tur),5644.93,Rs/Quintal,Rabi
,,Simdega,Gram (Chana),4936.02,Rs/Quintal,Rabi
,,Simdega,Maize,1508.46,Rs/Quintal,Rabi
,,Simdega,Mustard,5307.43,Rs/Quintal,Rabi
,,Simdega,Onion,1913.41,Rs/Quintal,Rabi
,,Simdega,Potato,1580.48,Rs/Quintal,Rabi
,,Simdega,Rice (Paddy),1692.82,Rs/Quintal,Rabi
,,Simdega,Sugarcane,269.48,Rs/Quintal,Rabi
,,Simdega,Tomato,2049.04,Rs/Quintal,Rabi
,,Simdega,Wheat,1778.58,Rs/Quintal,Rabi
,,West Singhbhum,Arhar (Tur),6039.5,Rs/Quintal,Rabi
,,West Singhbhum,Gram (Chana),5126.98,Rs/Quintal,Rabi
,,West Singhbhum,Maize,1603.04,Rs/Quintal,Rabi
,,West Singhbhum,Mustard,5492.25,Rs/Quintal,Rabi
,,West Singhbhum,Onion,2024.36,Rs/Quintal,Rabi
,,West Singhbhum,Potato,1638.61,Rs/Quintal,Rabi
,,West Singhbhum,Rice (Paddy),1787.91,Rs/Quintal,Rabi
,,West Singhbhum,Sugarcane,276.54,Rs/Quintal,Rabi
,,West Singhbhum,Tomato,2199.25,Rs/Quintal,Rabi
,,West Singhbhum,Wheat,1871.89,Rs/Quintal,Rabi
,,Bokaro,Arhar (Tur),5729.61,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),4886.14,Rs/Quintal,Kharif
,,Bokaro,Maize,1510.91,Rs/Quintal,Kharif
,,Bokaro,Mustard,5252.98,Rs/Quintal,Kharif
,,Bokaro,Onion,2125.32,Rs/Quintal,Kharif
,,Bokaro,Potato,1430.69,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1693.67,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,263.65,Rs/Quintal,Kharif
,,Bokaro,Tomato,2356.65,Rs/Quintal,Kharif
,,Bokaro,Wheat,1773.08,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),5654.02,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),4929.69,Rs/Quintal,Kharif
,,Chatra,Maize,1534.51,Rs/Quintal,Kharif
,,Chatra,Mustard,5196.26,Rs/Quintal,Kharif
,,Chatra,Onion,2202.11,Rs/Quintal,Kharif
,,Chatra,Potato,1458.07,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1710.36,Rs/Quintal,Kharif
,,Chatra,Sugarcane,261.1,Rs/Quintal,Kharif
,,Chatra,Tomato,2394.35,Rs/Quintal,Kharif
,,Chatra,Wheat,1773.44,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),5706.18,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),4972.46,Rs/Quintal,Kharif
,,Deoghar,Maize,1533.43,Rs/Quintal,Kharif
,,Deoghar,Mustard,5169.94,Rs/Quintal,Kharif
,,Deoghar,Onion,2217.19,Rs/Quintal,Kharif
,,Deoghar,Potato,1394.26,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1709.31,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,266.34,Rs/Quintal,Kharif
,,Deoghar,Tomato,2349.62,Rs/Quintal,Kharif
,,Deoghar,Wheat,1804.27,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),5897.71,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),5262.37,Rs/Quintal,Kharif
,,Dhanbad,Maize,1568.68,Rs/Quintal,Kharif
,,Dhanbad,Mustard,5560.52,Rs/Quintal,Kharif
,,Dhanbad,Onion,2313.1,Rs/Quintal,Kharif
,,Dhanbad,Potato,1514.42,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1800.58,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,280.39,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2457.85,Rs/Quintal,Kharif
,,Dhanbad,Wheat,1935.05,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),5506.46,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),4637.77,Rs/Quintal,Kharif
,,Dumka,Maize,1427.56,Rs/Quintal,Kharif
,,Dumka,Mustard,4916.09,Rs/Quintal,Kharif
,,Dumka,Onion,2001.61,Rs/Quintal,Kharif
,,Dumka,Potato,1357.97,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1645.42,Rs/Quintal,Kharif
,,Dumka,Sugarcane,253.65,Rs/Quintal,Kharif
,,Dumka,Tomato,2280.46,Rs/Quintal,Kharif
,,Dumka,Wheat,1706.83,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),5784.19,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),4875.75,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1546.07,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,5291.75,Rs/Quintal,Kharif
,,East Singhbhum,Onion,2167.91,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1444.4,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),1718.99,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,262.43,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2366.94,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,1795.4,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),5667.23,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),4934.78,Rs/Quintal,Kharif
,,Garhwa,Maize,1500.44,Rs/Quintal,Kharif
,,Garhwa,Mustard,5270.36,Rs/Quintal,Kharif
,,Garhwa,Onion,2125.4,Rs/Quintal,Kharif
,,Garhwa,Potato,1414.4,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),1701.11,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,261.19,Rs/Quintal,Kharif
,,Garhwa,Tomato,2341.71,Rs/Quintal,Kharif
,,Garhwa,Wheat,1798.52,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),5799.69,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),4902.43,Rs/Quintal,Kharif
,,Giridih,Maize,1507.13,Rs/Quintal,Kharif
,,Giridih,Mustard,5159.17,Rs/Quintal,Kharif
,,Giridih,Onion,2198.05,Rs/Quintal,Kharif
,,Giridih,Potato,1411.95,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),1711.37,Rs/Quintal,Kharif
,,Giridih,Sugarcane,263.72,Rs/Quintal,Kharif
,,Giridih,Tomato,2417.87,Rs/Quintal,Kharif
,,Giridih,Wheat,1784.09,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),5757.57,Rs/Quintal,Kharif
,,Godda,Gram (Chana),4928.02,Rs/Quintal,Kharif
,,Godda,Maize,1534.21,Rs/Quintal,Kharif
,,Godda,Mustard,5223.88,Rs/Quintal,Kharif
,,Godda,Onion,2182.64,Rs/Quintal,Kharif
,,Godda,Potato,1457.66,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),1690.43,Rs/Quintal,Kharif
,,Godda,Sugarcane,264.22,Rs/Quintal,Kharif
,,Godda,Tomato,2439.83,Rs/Quintal,Kharif
,,Godda,Wheat,1812.5,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),5774.43,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),4933.65,Rs/Quintal,Kharif
,,Gumla,Maize,1541.75,Rs/Quintal,Kharif
,,Gumla,Mustard,5309.67,Rs/Quintal,Kharif
,,Gumla,Onion,2217.74,Rs/Quintal,Kharif
,,Gumla,Potato,1377.37,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),1728.65,Rs/Quintal,Kharif
,,Gumla,Sugarcane,262.08,Rs/Quintal,Kharif
,,Gumla,Tomato,2474.7,Rs/Quintal,Kharif
,,Gumla,Wheat,1791.57,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),5617.13,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),4982.53,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1506.53,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,5156.78,Rs/Quintal,Kharif
,,Hazaribagh,Onion,2219.42,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1401.51,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),1726.72,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,263.3,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2406.29,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,1766.56,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),6046.5,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),5174.77,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1626.49,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,5476.01,Rs/Quintal,Kharif
,,Jamshedpur,Onion,2258.63,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1544.67,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),1779.24,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,284.29,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,2577.87,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,1874.29,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),5707.88,Rs/Quintal,Kharif
,,Jamtara,Gram (Chana),4992.88,Rs/Quintal,Kharif
,,Jamtara,Maize,1505.66,Rs/Quintal,Kharif
,,Jamtara,Mustard,5200.84,Rs/Quintal,Kharif
,,Jamtara,Onion,2186.91,Rs/Quintal,Kharif
,,Jamtara,Potato,1455.65,Rs/Quintal,Kharif
,,Jamtara,Rice (Paddy),1717.69,Rs/Quintal,Kharif
,,Jamtara,Sugarcane,265.55,Rs/Quintal,Kharif
,,Jamtara,Tomato,2474.06,Rs/Quintal,Kharif
,,Jamtara,Wheat,1800.27,Rs/Quintal,Kharif
,,Khunti,Arhar (Tur),5710.45,Rs/Quintal,Kharif
,,Khunti,Gram (Chana),4933.83,Rs/Quintal,Kharif
,,Khunti,Maize,1527.62,Rs/Quintal,Kharif
,,Khunti,Mustard,5184.72,Rs/Quintal,Kharif
,,Khunti,Onion,2210.62,Rs/Quintal,Kharif
,,Khunti,Potato,1446.66,Rs/Quintal,Kharif
,,Khunti,Rice (Paddy),1725.6,Rs/Quintal,Kharif
,,Khunti,Sugarcane,266.08,Rs/Quintal,Kharif
,,Khunti,Tomato,2476.84,Rs/Quintal,Kharif
,,Khunti,Wheat,1800.05,Rs/Quintal,Kharif
,,Koderma,Arhar (Tur),5739.89,Rs/Quintal,Kharif
,,Koderma,Gram (Chana),4979.67,Rs/Quintal,Kharif
,,Koderma,Maize,1493.84,Rs/Quintal,Kharif
,,Koderma,Mustard,5288.05,Rs/Quintal,Kharif
,,Koderma,Onion,2182.87,Rs/Quintal,Kharif
,,Koderma,Potato,1385.81,Rs/Quintal,Kharif
,,Koderma,Rice (Paddy),1719.01,Rs/Quintal,Kharif
,,Koderma,Sugarcane,268.83,Rs/Quintal,Kharif
,,Koderma,Tomato,2473.31,Rs/Quintal,Kharif
,,Koderma,Wheat,1840.97,Rs/Quintal,Kharif
,,Lohardaga,Arhar (Tur),5672.84,Rs/Quintal,Kharif
,,Lohardaga,Gram (Chana),4910.23,Rs/Quintal,Kharif
,,Lohardaga,Maize,1522.69,Rs/Quintal,Kharif
,,Lohardaga,Mustard,5135.07,Rs/Quintal,Kharif
,,Lohardaga,Onion,2208.34,Rs/Quintal,Kharif
,,Lohardaga,Potato,1405.93,Rs/Quintal,Kharif
,,Lohardaga,Rice (Paddy),1716.37,Rs/Quintal,Kharif
,,Lohardaga,Sugarcane,267.55,Rs/Quintal,Kharif
,,Lohardaga,Tomato,2340.37,Rs/Quintal,Kharif
,,Lohardaga,Wheat,1785.38,Rs/Quintal,Kharif
,,Pakur,Arhar (Tur),5463.25,Rs/Quintal,Kharif
,,Pakur,Gram (Chana),4625.04,Rs/Quintal,Kharif
,,Pakur,Maize,1409.25,Rs/Quintal,Kharif
,,Pakur,Mustard,5014.17,Rs/Quintal,Kharif
,,Pakur,Onion,2099.87,Rs/Quintal,Kharif
,,Pakur,Potato,1387.21,Rs/Quintal,Kharif
,,Pakur,Rice (Paddy),1632.55,Rs/Quintal,Kharif
,,Pakur,Sugarcane,249.25,Rs/Quintal,Kharif
,,Pakur,Tomato,2249.32,Rs/Quintal,Kharif
,,Pakur,Wheat,1742.44,Rs/Quintal,Kharif
,,Palamu,Arhar (Tur),5649.45,Rs/Quintal,Kharif
,,Palamu,Gram (Chana),4960.28,Rs/Quintal,Kharif
,,Palamu,Maize,1547.8,Rs/Quintal,Kharif
,,Palamu,Mustard,5210.63,Rs/Quintal,Kharif
,,Palamu,Onion,2148.91,Rs/Quintal,Kharif
,,Palamu,Potato,1402.17,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),1715.73,Rs/Quintal,Kharif
,,Palamu,Sugarcane,269.57,Rs/Quintal,Kharif
,,Palamu,Tomato,2357,Rs/Quintal,Kharif
,,Palamu,Wheat,1822.54,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),5717.07,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),4915.67,Rs/Quintal,Kharif
,,Ramgarh,Maize,1517.94,Rs/Quintal,Kharif
,,Ramgarh,Mustard,5312.86,Rs/Quintal,Kharif
,,Ramgarh,Onion,2138.79,Rs/Quintal,Kharif
,,Ramgarh,Potato,1407.98,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),1730.16,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,262.88,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2450.17,Rs/Quintal,Kharif
,,Ramgarh,Wheat,1818.78,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),6014.98,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),5236.51,Rs/Quintal,Kharif
,,Ranchi,Maize,1576.3,Rs/Quintal,Kharif
,,Ranchi,Mustard,5464.39,Rs/Quintal,Kharif
,,Ranchi,Onion,2304.86,Rs/Quintal,Kharif
,,Ranchi,Potato,1480.28,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),1782,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,282.92,Rs/Quintal,Kharif
,,Ranchi,Tomato,2454.84,Rs/Quintal,Kharif
,,Ranchi,Wheat,1926.62,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),5764.42,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),4868.58,Rs/Quintal,Kharif
,,Sahebganj,Maize,1497.91,Rs/Quintal,Kharif
,,Sahebganj,Mustard,5246.78,Rs/Quintal,Kharif
,,Sahebganj,Onion,2153.13,Rs/Quintal,Kharif
,,Sahebganj,Potato,1474.39,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),1721.85,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,263.08,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2446.52,Rs/Quintal,Kharif
,,Sahebganj,Wheat,1834.82,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),5639.84,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),4951.51,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1529.73,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,5244.27,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2159.61,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1472.79,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1680.56,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,267.78,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2429.73,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,1777.64,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),5354.83,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),4748.96,Rs/Quintal,Kharif
,,Simdega,Maize,1466.29,Rs/Quintal,Kharif
,,Simdega,Mustard,4966.98,Rs/Quintal,Kharif
,,Simdega,Onion,2004.79,Rs/Quintal,Kharif
,,Simdega,Potato,1323.19,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1622.89,Rs/Quintal,Kharif
,,Simdega,Sugarcane,252.26,Rs/Quintal,Kharif
,,Simdega,Tomato,2304.97,Rs/Quintal,Kharif
,,Simdega,Wheat,1681.53,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),5714.36,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),4979.15,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1516.87,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,5265.04,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2204.9,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1441.37,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1715.22,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,265.69,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2325.92,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,1808.09,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),6321.83,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),5440.71,Rs/Quintal,Kharif
,,Bokaro,Maize,1259.67,Rs/Quintal,Kharif
,,Bokaro,Mustard,5756.21,Rs/Quintal,Kharif
,,Bokaro,Onion,1943.15,Rs/Quintal,Kharif
,,Bokaro,Potato,1593.46,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1427.36,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,291.47,Rs/Quintal,Kharif
,,Bokaro,Tomato,2025.14,Rs/Quintal,Kharif
,,Bokaro,Wheat,1977.24,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),6361.64,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),5496.96,Rs/Quintal,Kharif
,,Chatra,Maize,1275.48,Rs/Quintal,Kharif
,,Chatra,Mustard,5843.46,Rs/Quintal,Kharif
,,Chatra,Onion,1851.82,Rs/Quintal,Kharif
,,Chatra,Potato,1533.67,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1430.47,Rs/Quintal,Kharif
,,Chatra,Sugarcane,298.48,Rs/Quintal,Kharif
,,Chatra,Tomato,2117.65,Rs/Quintal,Kharif
,,Chatra,Wheat,2031.86,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),6285.1,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),5423.35,Rs/Quintal,Kharif
,,Deoghar,Maize,1266.43,Rs/Quintal,Kharif
,,Deoghar,Mustard,5725.95,Rs/Quintal,Kharif
,,Deoghar,Onion,1892.96,Rs/Quintal,Kharif
,,Deoghar,Potato,1536.96,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1455.49,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,291.74,Rs/Quintal,Kharif
,,Deoghar,Tomato,2054.62,Rs/Quintal,Kharif
,,Deoghar,Wheat,2018.43,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),6591.32,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),5790.72,Rs/Quintal,Kharif
,,Dhanbad,Maize,1352.92,Rs/Quintal,Kharif
,,Dhanbad,Mustard,6130.44,Rs/Quintal,Kharif
,,Dhanbad,Onion,1956.11,Rs/Quintal,Kharif
,,Dhanbad,Potato,1657.45,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1535.87,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,305.23,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2194.56,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2095.51,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),6084.08,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),5154.47,Rs/Quintal,Kharif
,,Dumka,Maize,1235.88,Rs/Quintal,Kharif
,,Dumka,Mustard,5417.83,Rs/Quintal,Kharif
,,Dumka,Onion,1757.8,Rs/Quintal,Kharif
,,Dumka,Potato,1521.05,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1347.98,Rs/Quintal,Kharif
,,Dumka,Sugarcane,280.49,Rs/Quintal,Kharif
,,Dumka,Tomato,2051.44,Rs/Quintal,Kharif
,,Dumka,Wheat,1859.94,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),6399.49,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),5481.4,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1247.51,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,5796.55,Rs/Quintal,Kharif
,,East Singhbhum,Onion,1925.1,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1615.34,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),1461.11,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,293.61,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2079.97,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,1980.33,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),6335.83,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),5400.42,Rs/Quintal,Kharif
,,Garhwa,Maize,1260.36,Rs/Quintal,Kharif
,,Garhwa,Mustard,5834.75,Rs/Quintal,Kharif
,,Garhwa,Onion,1869.22,Rs/Quintal,Kharif
,,Garhwa,Potato,1581.44,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),1455.21,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,294.39,Rs/Quintal,Kharif
,,Garhwa,Tomato,2093.87,Rs/Quintal,Kharif
,,Garhwa,Wheat,2014.8,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),6399.22,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),5529.32,Rs/Quintal,Kharif
,,Giridih,Maize,1297.63,Rs/Quintal,Kharif
,,Giridih,Mustard,5705.78,Rs/Quintal,Kharif
,,Giridih,Onion,1865.93,Rs/Quintal,Kharif
,,Giridih,Potato,1540.77,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),1466.08,Rs/Quintal,Kharif
,,Giridih,Sugarcane,295.05,Rs/Quintal,Kharif
,,Giridih,Tomato,2177.96,Rs/Quintal,Kharif
,,Giridih,Wheat,1986.66,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),6325.01,Rs/Quintal,Kharif
,,Godda,Gram (Chana),5467.13,Rs/Quintal,Kharif
,,Godda,Maize,1276.78,Rs/Quintal,Kharif
,,Godda,Mustard,5699.48,Rs/Quintal,Kharif
,,Godda,Onion,1913.97,Rs/Quintal,Kharif
,,Godda,Potato,1532.14,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),1414.5,Rs/Quintal,Kharif
,,Godda,Sugarcane,291.5,Rs/Quintal,Kharif
,,Godda,Tomato,2111.07,Rs/Quintal,Kharif
,,Godda,Wheat,1978.3,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),6371.72,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),5428.83,Rs/Quintal,Kharif
,,Gumla,Maize,1263.68,Rs/Quintal,Kharif
,,Gumla,Mustard,5717.14,Rs/Quintal,Kharif
,,Gumla,Onion,1894.35,Rs/Quintal,Kharif
,,Gumla,Potato,1544.31,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),1462.88,Rs/Quintal,Kharif
,,Gumla,Sugarcane,293.35,Rs/Quintal,Kharif
,,Gumla,Tomato,2064.66,Rs/Quintal,Kharif
,,Gumla,Wheat,2029.47,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),6297.2,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),5400.54,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1249.05,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,5725.45,Rs/Quintal,Kharif
,,Hazaribagh,Onion,1907.99,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1612.24,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),1441.82,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,291.2,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2136.79,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,2029.33,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),6553.08,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),5727.72,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1348.97,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,6128.79,Rs/Quintal,Kharif
,,Jamshedpur,Onion,1957.93,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1613.59,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),1536.33,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,312.06,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,2164.79,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,2108.27,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),6394.3,Rs/Quintal,Kharif
